id,domain,length,pages,max_lines_per_page,max_line_length,has_choice,has_player,risk_tier,reason
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L309,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L355,SOH_UI,16,1,1,16,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L358,SOH_UI,16,1,1,16,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L375,SOH_UI,16,1,1,16,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L410,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L412,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L412,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L417,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L418,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L429,SOH_UI,23,1,1,23,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L437,SOH_UI,13,1,1,13,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L440,SOH_UI,16,1,1,16,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L448,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L455,SOH_UI,14,1,1,14,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L457,SOH_UI,13,1,1,13,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L458,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L482,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L497,SOH_UI,4,1,1,4,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L506,SOH_UI,13,1,1,13,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuSettings_cpp::L508,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L31,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L37,SOH_UI,6,1,1,6,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L38,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L43,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L44,SOH_UI,4,1,1,4,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L45,SOH_UI,4,1,1,4,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L50,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L51,SOH_UI,5,1,1,5,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L57,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L65,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L66,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L67,SOH_UI,5,1,1,5,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L96,SOH_UI,4,1,1,4,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L100,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L101,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L102,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L103,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L104,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L111,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L112,SOH_UI,5,1,1,5,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L116,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L122,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L128,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L129,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L130,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L132,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L140,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L141,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L147,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L150,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L151,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L154,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L155,SOH_UI,12,1,1,12,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L156,SOH_UI,12,1,1,12,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L164,SOH_UI,20,1,1,20,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L171,SOH_UI,32,1,1,32,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L173,SOH_UI,32,1,1,32,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L174,SOH_UI,28,1,1,28,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L190,SOH_UI,28,1,1,28,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L192,SOH_UI,34,1,1,34,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L198,SOH_UI,18,1,1,18,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L201,SOH_UI,12,1,1,12,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L204,SOH_UI,13,1,1,13,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L208,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L213,SOH_UI,12,1,1,12,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L225,SOH_UI,14,1,1,14,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L233,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L238,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L240,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L244,SOH_UI,17,1,1,17,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L250,SOH_UI,29,1,1,29,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L256,SOH_UI,17,1,1,17,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L287,SOH_UI,6,1,1,6,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L289,SOH_UI,17,1,1,17,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L293,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L297,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L299,SOH_UI,17,1,1,17,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L304,SOH_UI,14,1,1,14,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L307,SOH_UI,14,1,1,14,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L312,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L345,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L348,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L349,SOH_UI,12,1,1,12,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L365,SOH_UI,14,1,1,14,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L420,SOH_UI,5,1,1,5,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L422,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L425,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L434,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L437,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L440,SOH_UI,13,1,1,13,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L445,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L447,SOH_UI,20,1,1,20,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L450,SOH_UI,16,1,1,16,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L453,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L457,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L461,SOH_UI,17,1,1,17,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L464,SOH_UI,21,1,1,21,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L467,SOH_UI,15,1,1,15,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L470,SOH_UI,21,1,1,21,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L473,SOH_UI,23,1,1,23,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L474,SOH_UI,21,1,1,21,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L478,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L485,SOH_UI,4,1,1,4,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L494,SOH_UI,16,1,1,16,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L504,SOH_UI,22,1,1,22,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L507,SOH_UI,15,1,1,15,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L518,SOH_UI,20,1,1,20,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L521,SOH_UI,15,1,1,15,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L524,SOH_UI,15,1,1,15,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L528,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L534,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L535,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L538,SOH_UI,4,1,1,4,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L540,SOH_UI,23,1,1,23,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L546,SOH_UI,21,1,1,21,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L558,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L564,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L569,SOH_UI,14,1,1,14,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L572,SOH_UI,8,1,1,8,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L577,SOH_UI,21,1,1,21,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L582,SOH_UI,22,1,1,22,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L587,SOH_UI,26,1,1,26,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L590,SOH_UI,22,1,1,22,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L596,SOH_UI,20,1,1,20,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L600,SOH_UI,24,1,1,24,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L603,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L613,SOH_UI,9,1,1,9,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L617,SOH_UI,23,1,1,23,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L621,SOH_UI,22,1,1,22,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L627,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L632,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L636,SOH_UI,14,1,1,14,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L641,SOH_UI,16,1,1,16,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L647,SOH_UI,17,1,1,17,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L652,SOH_UI,28,1,1,28,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L656,SOH_UI,18,1,1,18,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L661,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L666,SOH_UI,18,1,1,18,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L679,SOH_UI,24,1,1,24,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L684,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L687,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L688,SOH_UI,25,1,1,25,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L694,SOH_UI,25,1,1,25,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L697,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L702,SOH_UI,22,1,1,22,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L706,SOH_UI,34,1,1,34,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L708,SOH_UI,22,1,1,22,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L709,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L725,SOH_UI,5,1,1,5,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L726,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L729,SOH_UI,12,1,1,12,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L731,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L736,SOH_UI,24,1,1,24,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L741,SOH_UI,21,1,1,21,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L745,SOH_UI,14,1,1,14,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L747,SOH_UI,14,1,1,14,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L748,SOH_UI,16,1,1,16,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L756,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L758,SOH_UI,21,1,1,21,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L769,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L772,SOH_UI,7,1,1,7,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L774,SOH_UI,22,1,1,22,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L777,SOH_UI,19,1,1,19,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L780,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L786,SOH_UI,15,1,1,15,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L793,SOH_UI,5,1,1,5,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L795,SOH_UI,11,1,1,11,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L803,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L806,SOH_UI,15,1,1,15,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L815,SOH_UI,13,1,1,13,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L818,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L824,SOH_UI,10,1,1,10,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L826,SOH_UI,16,1,1,16,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L830,SOH_UI,20,1,1,20,NO,NO,LIKELY_SAFE,Standard UI element label/toggle
