resource,candidate_1,candidate_2,reason_uncertain,recommended_validation
gChristmasGreenTreasureChestFrontTex.rgb5a1.png,METAL,WOOD,keyword collision (shared name evidence),in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_013D98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_014598,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_014998,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_014D98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_015D98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_015E98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_016698,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_016A98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_016B98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_017398,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_017B98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_018B98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_019398,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_019B98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01AB98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01B398,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01BB98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01BD98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01C198,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01C998,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01D198,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01D998,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01E998,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01F198,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01F598,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01F618,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_01F818,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_020018,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_020818,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_021018,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_021818,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_022018,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_022818,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_023018,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_023818,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_024018,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_024818,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_025018,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_025818,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_025898,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_026098,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_026898,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_026998,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_027998,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_027D98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_028198,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_028598,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_029598,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_029D98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_sceneTex_029F98,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot00_scene_Tex_02A198,GRASS,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
gKakarikoVillageDayWindowTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
gKakarikoVillageNightWindowTex,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00AA50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00B250,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00B350,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00B750,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00BB50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00BF50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00C750,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00C950,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00CD50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00D550,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00DD50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00E550,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00ED50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00F550,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_00F950,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_010150,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_010950,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_011950,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_012950,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_012B50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_013B50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_014350,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_014750,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_014B50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_014F50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_015350,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_017B50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_018350,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_018B50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_019350,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_019B50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_019F50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_01A750,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_01AF50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_01B750,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot01_sceneTex_01BF50,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_008F08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_009708,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_009908,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00A908,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00B108,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00C108,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00C508,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00CD08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00DD08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00E108,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00E308,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00EB08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_00F308,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_010308,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_010B08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_010D08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_011508,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_012508,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_012D08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_013508,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_014508,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_014D08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_015D08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_016D08,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_016D88,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_017588,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_017988,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_018988,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_01B690,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_01BE90,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_01C290,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_01C690,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_01C790,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_room_1Tex_01D790,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_007280,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_007A80,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_007E80,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_008680,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_008E80,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_009E80,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_00A280,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_00AA80,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_00AE80,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_00B080,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot02_sceneTex_00B880,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_0Tex_0097B0,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_0Tex_009BB0,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_0Tex_00A3B0,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_0Tex_00ABB0,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_0Tex_00BBB0,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_0Tex_00BFB0,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_0Tex_00D180,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_1Tex_0050D8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_1Tex_0058D8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_1Tex_005CD8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_1Tex_005ED8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_room_1Tex_0062D8,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_006D58,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_007158,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_007558,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_007958,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_007D58,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_008558,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_008D58,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_009558,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_009D58,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_00A558,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot03_sceneTex_00AD58,UNKNOWN,UNKNOWN,no semantic evidence (offset-named or unkeyworded),in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00BF08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00C708,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00CB08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00CF08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00D308,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00D408,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00D508,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00D908,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00E108,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00E908,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00F108,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00F508,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_00FD08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_010D08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_011D08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_011F08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_012F08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_013108,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_013308,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_013708,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_013F08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_014308,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_014B08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_015308,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_015B08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_015D08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_016108,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_016508,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_016908,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_016D08,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_017108,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_018A90,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_019290,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_019A90,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_01A290,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_01A490,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_01AC90,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_01AE90,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
spot04_room_0Tex_01B090,FOLIAGE,UNKNOWN,LOW confidence scene/keyword prior only,in-engine draw capture + surface mapping; visual texture inspection
