id,future_i18n_key,english,spanish
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L268,RANDOMIZER.UI.CHUSHO,CHUSHO,CHUSHO
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L269,RANDOMIZER.UI.RICH,RICH,RICH
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L270,RANDOMIZER.UI.ALLEY,ALLEY,ALLEY
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L271,RANDOMIZER.UI.KAKBAZ,KAKBAZ,KAKBAZ
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L272,RANDOMIZER.UI.KAKPO,KAKPO,KAKPO
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L273,RANDOMIZER.UI.BOSS,BOSS,BOSS
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L274,RANDOMIZER.UI.GRANNY,GRANNY,GRANNY
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L275,RANDOMIZER.UI.SKULL,SKULL,SKULL
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L276,RANDOMIZER.UI.IMPAS,IMPAS,IMPAS
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L277,RANDOMIZER.UI.WIND,WIND,WIND
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L278,RANDOMIZER.UI.KAKSHO,KAKSHO,KAKSHO
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L279,RANDOMIZER.UI.DAMPES,DAMPES,DAMPES
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L280,RANDOMIZER.UI.TALONS,TALONS,TALONS
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L281,RANDOMIZER.UI.STABLE,STABLE,STABLE
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L282,RANDOMIZER.UI.TOWER,TOWER,TOWER
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L284,RANDOMIZER.UI.FISH,FISH,FISH
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L574,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L575,RANDOMIZER.UI.TEXTSIZE,TextSize,TextSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L579,RANDOMIZER.UI.ITEMCOUNTTYPE,ItemCountType,ItemCountType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L580,RANDOMIZER.UI.KEYCOUNTS,KeyCounts,KeyCounts
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L585,RANDOMIZER.UI.HOOKSHOTIDENTIFIER,HookshotIdentifier,HookshotIdentifier
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L638,RANDOMIZER.UI.ITEMCOUNTALIGNLEFT,ItemCountAlignLeft,ItemCountAlignLeft
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L703,RANDOMIZER.UI.TRIFORCEPIECECOUNTS,TriforcePieceCounts,TriforcePieceCounts
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L733,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L743,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L761,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L767,RANDOMIZER.UI.ITEM_KEY_SMALL,ITEM_KEY_SMALL,ITEM_KEY_SMALL
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1078,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1090,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1141,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1153,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1154,RANDOMIZER.UI.ICONSPACING,IconSpacing,IconSpacing
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1197,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1215,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1220,RANDOMIZER.UI.DRAGGABLE,Draggable,Draggable
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1254,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1255,RANDOMIZER.UI.ICONSPACING,IconSpacing,IconSpacing
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1257,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1273,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1274,RANDOMIZER.UI.ICONSPACING,IconSpacing,IconSpacing
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1283,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1558,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1559,RANDOMIZER.UI.ICONSPACING,IconSpacing,IconSpacing
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1560,RANDOMIZER.UI.COMBOBUTTON1,ComboButton1,ComboButton1
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1561,RANDOMIZER.UI.COMBOBUTTON2,ComboButton2,ComboButton2
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1566,RANDOMIZER.UI.SHOWONLYPAUSED,ShowOnlyPaused,ShowOnlyPaused
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1569,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1572,RANDOMIZER.UI.ITEMTRACKER,ItemTracker,ItemTracker
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1628,RANDOMIZER.UI.DUNGEONREWARDSLAYOUT,DungeonRewardsLayout,DungeonRewardsLayout
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1707,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1708,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1748,RANDOMIZER.UI.FLOATING,Floating,Floating
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1749,RANDOMIZER.UI.WINDOW,Window,Window
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1752,RANDOMIZER.UI.ALWAYS,Always,Siempre
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1757,RANDOMIZER.UI.C_UP,C-Up,C-Up
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1757,RANDOMIZER.UI.C_DOWN,C-Down,C-Down
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1758,RANDOMIZER.UI.C_LEFT,C-Left,C-Left
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1758,RANDOMIZER.UI.C_RIGHT,C-Right,C-Right
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1760,RANDOMIZER.UI.START,Start,Iniciar
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1761,RANDOMIZER.UI.D_UP,D-Up,D-Up
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1761,RANDOMIZER.UI.D_DOWN,D-Down,D-Down
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1762,RANDOMIZER.UI.D_LEFT,D-Left,D-Left
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1762,RANDOMIZER.UI.D_RIGHT,D-Right,D-Right
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1765,RANDOMIZER.UI.HIDDEN,Hidden,Oculto
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1767,RANDOMIZER.UI.SEPARATE,Separate,Separate
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1770,RANDOMIZER.UI.HIDDEN,Hidden,Oculto
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1773,RANDOMIZER.UI.SEPARATE,Separate,Separate
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1776,RANDOMIZER.UI.HIDDEN,Hidden,Oculto
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1776,RANDOMIZER.UI.SEPARATE,Separate,Separate
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1792,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1793,RANDOMIZER.UI.DRAGGABLE,Draggable,Draggable
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1796,RANDOMIZER.UI.SHOWONLYPAUSED,ShowOnlyPaused,ShowOnlyPaused
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1810,RANDOMIZER.UI.COMBOBUTTON1,ComboButton1,ComboButton1
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1818,RANDOMIZER.UI.COMBOBUTTON2,ComboButton2,ComboButton2
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1829,RANDOMIZER.UI.ICONSIZE,IconSize,IconSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1831,RANDOMIZER.UI.ICONSPACING,IconSpacing,IconSpacing
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1833,RANDOMIZER.UI.TEXTSIZE,TextSize,TextSize
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1838,RANDOMIZER.UI.ITEMCOUNTTYPE,ItemCountType,ItemCountType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1840,RANDOMIZER.UI.ITEMCOUNTTYPE,ItemCountType,ItemCountType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1842,RANDOMIZER.UI.ITEMCOUNTALIGNLEFT,ItemCountAlignLeft,ItemCountAlignLeft
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1853,RANDOMIZER.UI.INVENTORY,Inventory,Inventory
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1861,RANDOMIZER.UI.EQUIPMENT,Equipment,Equipamiento
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1869,RANDOMIZER.UI.MISC,Misc,Misc
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1887,RANDOMIZER.UI.DUNGEONREWARDSLAYOUT,DungeonRewardsLayout,DungeonRewardsLayout
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1892,RANDOMIZER.UI.SONGS,Songs,Songs
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1954,RANDOMIZER.UI.BGCOLOR,BgColor,BgColor
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1957,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1960,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1968,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1973,RANDOMIZER.UI.ITEMCOUNTTYPE,ItemCountType,ItemCountType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1982,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1985,RANDOMIZER.UI.KEYCOUNTS,KeyCounts,KeyCounts
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L1993,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2004,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2017,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2019,RANDOMIZER.UI.GREG,Greg,Greg
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2029,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2041,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2044,RANDOMIZER.UI.TRIFORCEPIECECOUNTS,TriforcePieceCounts,TriforcePieceCounts
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2052,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2065,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2078,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2091,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2104,RANDOMIZER.UI.WINDOWTYPE,WindowType,WindowType
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2113,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2116,RANDOMIZER.UI.HOOKSHOTIDENTIFIER,HookshotIdentifier,HookshotIdentifier
SOH_UI::soh::soh::Enhancements::randomizer::randomizer_item_tracker_cpp::L2120,RANDOMIZER.UI.RANDOMIZER,Randomizer,Aleatorizador
SOH_UI::soh::soh::Enhancements::randomizer::option_descriptions_cpp::L192,RANDOMIZER.UI.FULL,Full\,Full\
ACCESSIBILITY::filechoose_eng::file1,ACCESSIBILITY.FILECHOOSE.FILE_1,File 1,Archivo 1
ACCESSIBILITY::filechoose_eng::file2,ACCESSIBILITY.FILECHOOSE.FILE_2,File 2,Archivo 2
ACCESSIBILITY::filechoose_eng::file3,ACCESSIBILITY.FILECHOOSE.FILE_3,File 3,Archivo 3
ACCESSIBILITY::filechoose_eng::options,ACCESSIBILITY.FILECHOOSE.OPTIONS,Options,Opciones
ACCESSIBILITY::filechoose_eng::copy,ACCESSIBILITY.FILECHOOSE.COPY,Copy,Copiar
ACCESSIBILITY::filechoose_eng::erase,ACCESSIBILITY.FILECHOOSE.ERASE,Erase,Borrar
ACCESSIBILITY::filechoose_eng::quit,ACCESSIBILITY.FILECHOOSE.QUIT,Quit,Salir
ACCESSIBILITY::filechoose_eng::confirm,ACCESSIBILITY.FILECHOOSE.YES,Yes,Sí
ACCESSIBILITY::filechoose_eng::end,ACCESSIBILITY.FILECHOOSE.END,End,Fin
ACCESSIBILITY::filechoose_eng::hyphen,ACCESSIBILITY.FILECHOOSE.HYPHEN,Hyphen,Guión
ACCESSIBILITY::filechoose_eng::period,ACCESSIBILITY.FILECHOOSE.PERIOD,Period,Punto
ACCESSIBILITY::filechoose_eng::space,ACCESSIBILITY.FILECHOOSE.SPACE,Space,Espacio
ACCESSIBILITY::filechoose_eng::backspace,ACCESSIBILITY.FILECHOOSE.BACKSPACE,Backspace,Retroceso
ACCESSIBILITY::filechoose_eng::capital_letter,ACCESSIBILITY.FILECHOOSE.CAPITAL_0,Capital $0,$0 Mayúscula
ACCESSIBILITY::filechoose_eng::audio_stereo,ACCESSIBILITY.FILECHOOSE.SOUND_STEREO,Sound - Stereo,Sonido - Estéreo
ACCESSIBILITY::filechoose_eng::audio_mono,ACCESSIBILITY.FILECHOOSE.SOUND_MONO,Sound - Mono,Sonido - Mono
ACCESSIBILITY::filechoose_eng::audio_headset,ACCESSIBILITY.FILECHOOSE.SOUND_HEADSET,Sound - Headset,Sonido - Auriculares
ACCESSIBILITY::filechoose_eng::audio_surround,ACCESSIBILITY.FILECHOOSE.SOUND_SURROUND,Sound - Surround,Sonido - Envolvente
ACCESSIBILITY::filechoose_eng::target_switch,ACCESSIBILITY.FILECHOOSE.TARGETING_MODE_SWITCH,Targeting Mode - Switch,Targeting Mode - Switch
ACCESSIBILITY::filechoose_eng::target_hold,ACCESSIBILITY.FILECHOOSE.TARGETING_MODE_HOLD,Targeting Mode - Hold,Targeting Mode - Hold
ACCESSIBILITY::filechoose_eng::language_english,ACCESSIBILITY.FILECHOOSE.LANGUAGE_ENGLISH,Language - English,Language - English
ACCESSIBILITY::filechoose_eng::language_german,ACCESSIBILITY.FILECHOOSE.LANGUAGE_GERMAN,Language - German,Language - German
ACCESSIBILITY::filechoose_eng::language_french,ACCESSIBILITY.FILECHOOSE.LANGUAGE_FRENCH,Language - French,Language - French
ACCESSIBILITY::filechoose_eng::quest_sel_vanilla,ACCESSIBILITY.FILECHOOSE.QUEST_ORIGINAL,Quest - Original,Quest - Original
ACCESSIBILITY::filechoose_eng::quest_sel_mq,ACCESSIBILITY.FILECHOOSE.QUEST_MASTER_QUEST,Quest - Master Quest,Quest - Master Quest
ACCESSIBILITY::filechoose_eng::quest_sel_randomizer,ACCESSIBILITY.FILECHOOSE.QUEST_RANDOMIZER,Quest - Randomizer,Quest - Randomizer
ACCESSIBILITY::filechoose_eng::quest_sel_boss_rush,ACCESSIBILITY.FILECHOOSE.QUEST_BOSS_RUSH,Quest - Boss Rush,Quest - Boss Rush
ACCESSIBILITY::misc_eng::minutes_plural,ACCESSIBILITY.MISC.0_MINUTES,$0 minutes,$0 minutos
ACCESSIBILITY::misc_eng::minutes_singular,ACCESSIBILITY.MISC.0_MINUTE,$0 minute,$0 minuto
ACCESSIBILITY::misc_eng::seconds_plural,ACCESSIBILITY.MISC.0_SECONDS,$0 seconds,$0 segundos
ACCESSIBILITY::misc_eng::seconds_singular,ACCESSIBILITY.MISC.0_SECOND,$0 second,$0 segundo
ACCESSIBILITY::misc_eng::input_button_a,ACCESSIBILITY.MISC.THE_A_BUTTON,the A button,el botón A
ACCESSIBILITY::misc_eng::input_button_b,ACCESSIBILITY.MISC.THE_B_BUTTON,the B button,el botón B
ACCESSIBILITY::misc_eng::input_button_c,ACCESSIBILITY.MISC.THE_C_BUTTON,the C button,el botón C
ACCESSIBILITY::misc_eng::input_button_l,ACCESSIBILITY.MISC.THE_L_BUTTON,the L button,el botón L
ACCESSIBILITY::misc_eng::input_button_r,ACCESSIBILITY.MISC.THE_R_BUTTON,the R button,el botón R
ACCESSIBILITY::misc_eng::input_button_z,ACCESSIBILITY.MISC.THE_Z_BUTTON,the Z button,el botón Z
ACCESSIBILITY::misc_eng::input_button_c_up,ACCESSIBILITY.MISC.C_UP,C Up,C Up
ACCESSIBILITY::misc_eng::input_button_c_down,ACCESSIBILITY.MISC.C_DOWN,C Down,C Down
ACCESSIBILITY::misc_eng::input_button_c_left,ACCESSIBILITY.MISC.C_LEFT,C Left,C Left
ACCESSIBILITY::misc_eng::input_button_c_right,ACCESSIBILITY.MISC.C_RIGHT,C Right,C Right
ACCESSIBILITY::misc_eng::input_analog_stick,ACCESSIBILITY.MISC.THE_ANALOG_STICK,the Analog Stick,the Analog Stick
ACCESSIBILITY::misc_eng::input_d_pad,ACCESSIBILITY.MISC.THE_D_PAD,the D-Pad,la cruz digital
ACCESSIBILITY::misc_eng::input_d_pad_up,ACCESSIBILITY.MISC.D_PAD_UP,D-Pad Up,D-Pad Up
ACCESSIBILITY::misc_eng::input_d_pad_down,ACCESSIBILITY.MISC.D_PAD_DOWN,D-Pad Down,D-Pad Down
ACCESSIBILITY::misc_eng::input_d_pad_left,ACCESSIBILITY.MISC.D_PAD_LEFT,D-Pad Left,D-Pad Left
ACCESSIBILITY::misc_eng::input_d_pad_right,ACCESSIBILITY.MISC.D_PAD_RIGHT,D-Pad Right,D-Pad Right
ACCESSIBILITY::misc_eng::yes,ACCESSIBILITY.MISC.YES,Yes,Sí
ACCESSIBILITY::misc_eng::no,ACCESSIBILITY.MISC.NO,No,No
ACCESSIBILITY::kaleidoscope_eng::health,ACCESSIBILITY.KALEIDOSCOPE.HEALTH_0_HEARTS,Health - $0 Hearts,Salud - $0 Corazones
ACCESSIBILITY::kaleidoscope_eng::magic,ACCESSIBILITY.KALEIDOSCOPE.MAGIC_0,Magic - $0,Magia - $0
ACCESSIBILITY::kaleidoscope_eng::rupees,ACCESSIBILITY.KALEIDOSCOPE.RUPEES_0,Rupees - $0,Rupias - $0
ACCESSIBILITY::kaleidoscope_eng::keys,ACCESSIBILITY.KALEIDOSCOPE.KEYS_0,Keys - $0,Llaves - $0
ACCESSIBILITY::kaleidoscope_eng::floor,ACCESSIBILITY.KALEIDOSCOPE.FLOOR_0,Floor $0,Piso $0
ACCESSIBILITY::kaleidoscope_eng::basement,ACCESSIBILITY.KALEIDOSCOPE.BASEMENT_0,Basement $0,Sótano $0
ACCESSIBILITY::kaleidoscope_eng::item_menu,ACCESSIBILITY.KALEIDOSCOPE.SELECT_ITEM,Select Item,Seleccionar objeto
ACCESSIBILITY::kaleidoscope_eng::map_menu,ACCESSIBILITY.KALEIDOSCOPE.MAP_0,Map - $0,Mapa - $0
ACCESSIBILITY::kaleidoscope_eng::quest_menu,ACCESSIBILITY.KALEIDOSCOPE.QUEST_STATUS,Quest Status,Estado de la misión
ACCESSIBILITY::kaleidoscope_eng::equip_menu,ACCESSIBILITY.KALEIDOSCOPE.EQUIPMENT,Equipment,Equipamiento
ACCESSIBILITY::kaleidoscope_eng::overworld,ACCESSIBILITY.KALEIDOSCOPE.OVERWORLD,Overworld,Overworld
ACCESSIBILITY::kaleidoscope_eng::equipped,ACCESSIBILITY.KALEIDOSCOPE.0_EQUIPPED,$0 - Equipped,$0 - Equipped
ACCESSIBILITY::kaleidoscope_eng::save_prompt,ACCESSIBILITY.KALEIDOSCOPE.WOULD_YOU_LIKE_TO_SAVE,Would you like to save?,Would you like to save?
ACCESSIBILITY::kaleidoscope_eng::game_saved,ACCESSIBILITY.KALEIDOSCOPE.GAME_SAVED,Game saved,Game saved
ACCESSIBILITY::kaleidoscope_eng::game_over,ACCESSIBILITY.KALEIDOSCOPE.GAME_OVER,Game Over,Game Over
ACCESSIBILITY::kaleidoscope_eng::continue_game,ACCESSIBILITY.KALEIDOSCOPE.CONTINUE_PLAYING,Continue playing?,Continue playing?
ACCESSIBILITY::kaleidoscope_eng::assigned_to,ACCESSIBILITY.KALEIDOSCOPE.ASSIGNED_TO_0,Assigned to $0,Assigned to $0
ACCESSIBILITY::kaleidoscope_eng::0,ACCESSIBILITY.KALEIDOSCOPE.DEKU_STICK_0,Deku Stick - $0,Deku Stick - $0
ACCESSIBILITY::kaleidoscope_eng::1,ACCESSIBILITY.KALEIDOSCOPE.DEKU_NUT_0,Deku Nut - $0,Deku Nut - $0
ACCESSIBILITY::kaleidoscope_eng::2,ACCESSIBILITY.KALEIDOSCOPE.BOMB_0,Bomb - $0,Bomb - $0
ACCESSIBILITY::kaleidoscope_eng::3,ACCESSIBILITY.KALEIDOSCOPE.FAIRY_BOW_0,Fairy Bow - $0,Fairy Bow - $0
ACCESSIBILITY::kaleidoscope_eng::4,ACCESSIBILITY.KALEIDOSCOPE.FIRE_ARROW,Fire Arrow,Fire Arrow
ACCESSIBILITY::kaleidoscope_eng::5,ACCESSIBILITY.KALEIDOSCOPE.DIN_S_FIRE,Din's Fire,Din's Fire
ACCESSIBILITY::kaleidoscope_eng::6,ACCESSIBILITY.KALEIDOSCOPE.FAIRY_SLINGSHOT_0,Fairy Slingshot - $0,Fairy Slingshot - $0
ACCESSIBILITY::kaleidoscope_eng::7,ACCESSIBILITY.KALEIDOSCOPE.FAIRY_OCARINA,Fairy Ocarina,Ocarina de las Hadas
ACCESSIBILITY::kaleidoscope_eng::8,ACCESSIBILITY.KALEIDOSCOPE.OCARINA_OF_TIME,Ocarina of Time,Ocarina del Tiempo
ACCESSIBILITY::kaleidoscope_eng::9,ACCESSIBILITY.KALEIDOSCOPE.BOMBCHU_0,Bombchu - $0,Bombchu - $0
ACCESSIBILITY::kaleidoscope_eng::10,ACCESSIBILITY.KALEIDOSCOPE.HOOKSHOT,Hookshot,Gancho
ACCESSIBILITY::kaleidoscope_eng::11,ACCESSIBILITY.KALEIDOSCOPE.LONGSHOT,Longshot,Gancho Largo
ACCESSIBILITY::kaleidoscope_eng::12,ACCESSIBILITY.KALEIDOSCOPE.ICE_ARROW,Ice Arrow,Ice Arrow
ACCESSIBILITY::kaleidoscope_eng::13,ACCESSIBILITY.KALEIDOSCOPE.FARORE_S_WIND,Farore's Wind,Farore's Wind
ACCESSIBILITY::kaleidoscope_eng::14,ACCESSIBILITY.KALEIDOSCOPE.BOOMERANG,Boomerang,Búmeran
ACCESSIBILITY::kaleidoscope_eng::15,ACCESSIBILITY.KALEIDOSCOPE.LENS_OF_TRUTH,Lens of Truth,Lente de la Verdad
ACCESSIBILITY::kaleidoscope_eng::16,ACCESSIBILITY.KALEIDOSCOPE.MAGIC_BEANS_0,Magic Beans - $0,Magic Beans - $0
ACCESSIBILITY::kaleidoscope_eng::17,ACCESSIBILITY.KALEIDOSCOPE.MEGATON_HAMMER,Megaton Hammer,Martillo Megatón
